"FXY1","FXY2","Title_en","ElementName_en"
"302244","004193",,"Day of occ.of data val.of prev.element"
"302244","012012",,
"302244","101004",,
"302244","004193",,"Day of occ.of data val.of prev.element"
"302245","004202",,"Number of days with spec.wea.phenomena"
"302245","020192",,"Type of special weather phenomena"
"302246","204005",,
"302246","031021",,
"302246","013011",,
"302246","013193",,"Total precipitation for the month"
"302246","013194",,"Maximum of daily precipitation"
"302246","101004",,
"302246","004193",,"Day of occ.of data val.of prev.element"
"302246","014032",,
"302246","014192",,"Total sunshine for the month"
"302246","101014",,
"302246","302245",,
"302246","204000",,
"303192","007003",,
"303192","007004",,
"303192","008001",,
"303192","011001",,
"303192","011002",,
"303192","012001",,
"303192","012003",,
"303193","303192",,
"303193","011061",,
"303193","011062",,
"303201","053001",,"Geopotential,dev.from first guess"
"303201","053011",,"Geopotential,dev.from analysis"
"303201","053021",,"Geopotential,dev.fr.initialized analysis"
"303201","053031",,"Geopotential,dev.from forecast a"
"303201","053041",,"Geopotential,dev.from forecast b"
"303201","053051",,"Geopotential,dev.from forecast c"
"303201","053061",,"Geopotential, quality flags"
"303202","053002",,"U-component,dev.from first guess"
"303202","053012",,"U-component,dev.from analysis"
"303202","053022",,"U-component,dev.fr.initialized analysis"
"303202","053032",,"U-component,dev.from forecast a"
"303202","053042",,"U-component,dev.from forecast b"
"303202","053052",,"U-component,dev.from forecast c"
"303202","053062",,"U-component, quality flags"
"303203","053003",,"V-component,dev.from first guess"
"303203","053013",,"V-component,dev.from analysis"
"303203","053023",,"V-component,dev.fr.initialized analysis"
"303203","053033",,"V-component,dev.from forecast a"
"303203","053043",,"V-component,dev.from forecast b"
"303203","053053",,"V-component,dev.from forecast c"
"303203","053063",,"V-component, quality flags"
"303204","053004",,"Rel.humidity,dev.from first guess"
"303204","053014",,"Rel.humidity,dev.from analysis"
"303204","053024",,"Rel.humidity,dev.fr.initialized analysis"
"303204","053034",,"Rel.humidity,dev.from forecast a"
"303204","053044",,"Rel.humidity,dev.from forecast b"
"303204","053054",,"Rel.humidity,dev.from forecast c"
"303204","053064",,"Rel.humidity, quality flags"
"303205","053005",,"Thickness,dev.from first guess"
"303205","053015",,"Thickness,dev.from analysis"
"303205","053025",,"Thickness,dev.fr.initialized analysis"
"303205","053035",,"Thickness,dev.from forecast a"
"303205","053045",,"Thickness,dev.from forecast b"
"303205","053055",,"Thickness,dev.from forecast c"
"303205","053065",,"Thickness, quality flags"
"304192","020010",,
"304192","010004",,
"306192","022042",,
"306192","022011",,
"306192","022021",,
"306192","022012",,
"306192","022022",,
"306192","101002",,
"306192","302023",,
"307192","301211",,
"307192","301200",,
"307192","301201",,
"307192","204005",,
"307192","031021",,
"307192","302221",,
"307192","306192",,
"307192","302223",,
"307192","302224",,
"307192","204000",,
"307192","354192",,
"307193","301211",,
"307193","301201",,
"307193","302231",,
"307193","354192",,
"307194","301211",,
"307194","301200",,
"307194","204005",,
"307194","031021",,
"307194","302196",,
"307194","302225",,
"307194","302205",,
"307194","302206",,
"307194","302228",,
"307194","204000",,
"307194","354193",,
"307195","301211",,
"307195","301201",,
"307195","302232",,
"307195","354192",,
"307211","301211",,
"307211","302237",,
"307211","302238",,
"307212","301211",,
"307212","204005",,
"307212","031021",,
"307212","302197",,
"307212","302241",,
"307212","101002",,
"307212","302207",,
"307212","302208",,
"307212","302243",,
"307212","302242",,
"307212","302240",,
"307212","204000",,
"307213","301211",,
"307213","004022",,
"307213","008021",,
"307213","302244",,
"307213","204000",,
"307213","004022",,
"307213","008021",,
"307213","302246",,
"307213","354192",,
"309192","301211",,
"309192","301202",,
"309192","204005",,
"309192","031021",,
"309192","101016",,
"309192","303193",,
"309192","204000",,
"309193","301211",,
"309193","301200",,
"309193","301202",,
"309193","204005",,
"309193","031021",,
"309193","101000",,
"309193","031001",,
"309193","303192",,
"309193","204000",,
"309194","301211",,
"309194","301202",,
"309194","204005",,
"309194","031021",,
"309194","101011",,
"309194","303193",,
"309194","204000",,
"309201","301211",,
"309201","301200",,
"309201","301202",,
"309201","204005",,
"309201","031021",,
"309201","101000",,
"309201","031002",,
"309201","303193",,
"309201","204000",,
"309211","204005",,
"309211","031021",,
"309211","303192",,
"309211","204000",,
"309211","303201",,
"309211","303202",,
"309211","303203",,
"309211","303204",,
"309212","301211",,
"309212","301202",,
"309212","101000",,
"309212","031001",,
"309212","309211",,
"310192","008001",,
"310192","012001",,
"310193","008001",,
"310193","012001",,
"310193","002222",,"Satell.data process.techn.used f.tropop."
"310193","204007",,
"310193","031021",,
"310193","010004",,
"310193","204000",,
"310194","303021",,
"310194","010003",,
"310194","013016",,
"310194","012001",,
"310194","204000",,
"310201","301211",,
"310201","301204",,
"310201","304192",,
"310201","310192",,
"310201","310193",,
"310201","101000",,
"310201","031001",,
"310201","310194",,
"310211","310194",,
"310211","303204",,
"310211","303205",,
"310212","301211",,
"310212","301204",,
"310212","101000",,
"310212","031001",,
"310212","310211",,
"311192","301211",,
"311192","301203",,
"311192","301204",,
"311192","204005",,
"311192","031021",,
"311192","303192",,
"311192","204004",,
"311192","354192",,
"312192","301211",,
"312192","301204",,
"312192","304003",,
"312193","301211",,
"312193","301204",,
"312193","007004",,
"312193","008003",,
"312193","010002",,
"312193","012001",,
"312193","013003",,
"312193","020010",,
"318193","024192",,"Type of observation"
"318193","024193",,"Method of observation"
"318193","024194",,"Status of observation"
"318193","024195",,"Nuclid"
"318193","024196",,"Base of observed value"
"318193","024197",,"Exponent of observed value"
"318193","024198",,"Indicator on observed value"
"318193","024199",,"Unit of observed value"
"318193","024200",,"Error of observed data"
"318193","024201",,"Routine/special/test observation"
"318201","301211",,
"318201","301206",,
"318201","301207",,
"318201","318193",,
"321192","002132",,
"321192","002133",,
"351192","005002",,
"351192","006002",,
"351192","007004",,
"351201","301211",,
"351201","004015",,
"351201","205015",,
"351201","101000",,
"351201","031001",,
"351201","351192",,
"352192","012221",,"Temperat.at bottom of middle soil layer"
"352192","013221",,"Total water contents in lower soil layer"
"352192","015192",,"Ozone, vertically integrated"
"352192","015193",,"Pressure of ozone maximum"
"352192","052192",,"Land sea ratio"
"352192","055201",,"Type of land surface"
"352193","010192",,"Depth of roots"
"352193","055202",,"Plant cover"
"352193","055203",,"Leaf area index"
"352194","010004",,
"352194","010051",,
"352194","011042",,
"352194","011192",,"U-component at 10 m"
"352194","011193",,"V-component at 10 m"
"352194","012004",,
"352194","012006",,
"352194","012011",,
"352194","012012",,
"352194","012061",,
"352194","012222",,"Temperature of snow cover"
"352194","012223",,"Temperature at top of middle soil layer"
"352195","013011",,
"352195","013222",,"Total water contents i.middle soil layer"
"352195","013223",,"Total water contents i.upper soil layer"
"352195","013224",,"Specific humidity at surf./earth or snow"
"352195","013225",,"Large scale rain during forecast time"
"352195","013226",,"Large scale snow during forecast time"
"352195","013227",,"Convective rain during forecast time"
"352195","013228",,"Convective snow during forecast time"
"352195","013011",,
"352196","202126",,
"352196","014012",,
"352196","014014",,
"352196","014201",,"Photosythetic active radiation at surf."
"352196","202000",,
"352196","014202",,"Albedo of surface (short wave)"
"352196","020010",,
"352196","020011",,
"352196","020011",,
"352196","020011",,
"352196","352202",,
"352196","013229",,"Mixing ratio in fog"
"352197","052193",,"Coeff.of turb.tranf.of impulse,surface"
"352197","052194",,"Coeff.of turb.tranf.of heat/hum.,surface"
"352197","052195",,"Impulse flow(u) at surf.,period specif."
"352197","052196",,"Impulse flow(v) at surf.,period specif."
"352197","052197",,"Flow of sens.heat at surf.,period spec."
"352197","052198",,"Flow of lat.heat at surf.,period specif."
"352197","052199",,"Roughness length (multiplied by g)"
"352198","007004",,
"352198","010003",,
"352198","011003",,
"352198","011004",,
"352198","011005",,
"352198","012001",,
"352198","013003",,
"352199","352198",,
"352199","352198",,
"352199","352198",,
"352199","352198",,
"352199","352198",,
"352199","352198",,
"352200","352194",,
"352200","352195",,
"352200","352196",,
"352200","352197",,
"352200","352199",,
"352201","301211",,
"352201","352192",,
"352201","352193",,
"352201","004015",,
"352201","101000",,
"352201","031001",,
"352201","352200",,
"352202","010004",,
"352202","010004",,
"352205","010004",,
"352205","010051",,
"352205","011192",,"U-component at 10 m"
"352205","011193",,"V-component at 10 m"
"352205","012004",,
"352205","012006",,
"352205","012011",,
"352205","012012",,
"352205","012061",,
"352205","012222",,"Temperature of snow cover"
"352206","013011",,
"352206","013223",,"Total water contents i.upper soil layer"
"352206","013225",,"Large scale rain during forecast time"
"352206","013226",,"Large scale snow during forecast time"
"352206","013227",,"Convective rain during forecast time"
"352206","013228",,"Convective snow during forecast time"
"352206","013011",,
"352207","202126",,
"352207","014012",,
"352207","014014",,
"352207","202000",,
"352207","020011",,
"352207","020011",,
"352207","020011",,
"352207","352202",,
"352207","013229",,"Mixing ratio in fog"
"352207","052197",,"Flow of sens.heat at surf.,period spec."
"352207","052198",,"Flow of lat.heat at surf.,period specif."
"352208","011003",,
"352208","011004",,
"352208","011005",,
"352208","012001",,
"352208","013003",,
"352209","352208",,
"352209","352208",,
"352209","352208",,
"352209","352208",,
"352209","352208",,
"352209","352208",,
"352210","352205",,
"352210","352206",,
"352210","352207",,
"352210","352209",,
"352211","301211",,
"352211","052192",,"Land sea ratio"
"352211","055201",,"Type of land surface"
"352211","004015",,
"352211","101000",,
"352211","031001",,
"352211","352210",,
"353192","301205",,
"353192","020010",,
"353192","302194",,
"353192","020004",,
"353192","012004",,
"353192","011041",,
"353192","302203",,
"353192","004031",,
"353192","012011",,
"353192","004031",,
"353192","012012",,
"353193","004023",,
"353193","012011",,
"353193","012012",,
"353193","013198",,"Probability of precipitation"
"353193","014198",,"Sunshine"
"353193","302194",,
"353193","011198",,"Probability of gusts"
"353201","301211",,
"353201","101004",,
"353201","353192",,
"353202","301211",,
"353202","101006",,
"353202","353193",,
"354192","101000",,
"354192","031001",,
"354192","205008",,
"354193","101000",,
"354193","031001",,
"354193","205008",,
"355192","004003",,
"355192","055192",,"Kind of plants"
"355192","007061",,
"355192","013211",,"Soil humidity"
"355193","004003",,
"355193","007061",,
"355193","012030",,
"355193","007061",,
"355193","012030",,
"355193","007061",,
"355193","012030",,
"355194","004192",,"Duration of time relat.to follow.value"
"355194","012004",,
"355194","012011",,
"355194","012012",,
"355194","012013",,
"355194","013003",,
"355194","013011",,
"355194","014031",,
"355194","014021",,
"355194","004004",,
"355194","012004",,
"355195","355193",,
"355195","355194",,
"355196","055192",,"Kind of plants"
"355196","055193",,"Step of growth"
"355196","055194",,"Progress of growth"
"355196","055195",,"Plant damage"
"355197","004003",,
"355197","004004",,
"355197","012004",,
"355197","013003",,
"355197","020211",,"Precipitation during preceding hour y/n"
"355201","301211",,
"355201","101048",,
"355201","355192",,
"355201","101007",,
"355201","355195",,
"355202","301211",,
"355202","101016",,
"355202","355196",,
"355203","301211",,
"355203","101168",,
"355203","355197",,
