"FXY1","FXY2","Title_en","ElementName_en"
"302231","302211",,
"302231","020010",,
"302231","011041",,
"302231","101004",,
"302231","302213",,
"302231","204000",,
"302232","031021",,
"302232","010052",,
"302232","302194",,
"302232","011041",,
"302232","012004",,
"302232","012006",,
"302232","020001",,
"302232","020003",,
"302232","302229",,
"302232","101004",,
"302232","302230",,
"302235","204005",,
"302235","031021",,
"302235","010004",,
"302235","010051",,
"302235","007004",,
"302235","010003",,
"302235","012004",,
"302235","013004",,
"302235","022042",,
"302235","204000",,
"302236","204005",,
"302236","031021",,
"302236","013011",,
"302236","013192",,"Frequency group, prec. (until 1 nov 94)"
"302236","014032",,
"302237","004022",,
"302237","008021",,
"302237","302235",,
"302237","004022",,
"302237","008021",,
"302237","302236",,
"302237","004201",,"Number of days with precipitation ge 1MM"
"302237","014192",,"Total sunshine for the month"
"302237","204000",,
"302238","004021",,
"302238","008021",,
"302238","004022",,
"302238","008021",,
"302238","302235",,
"302238","004021",,
"302238","008021",,
"302238","004022",,
"302238","008021",,
"302238","302236",,
"302238","204000",,
"302240","004192",,"Duration of time relat.to follow.value"
"302240","014031",,
"302241","004192",,"Duration of time relat.to follow.value"
"302241","012004",,
"302241","004031",,
"302241","012011",,
"302241","004031",,
"302241","012012",,
"302241","012192",,"Ground minimum TEMP.,past 10 hours(clim)"
"302241","012193",,"Depth of snow above ground minimum therm"
"302241","012005",,
"302241","012201",,"Water/ice/sign(wet bulb temperature)"
"302241","013003",,
"302242","001201",,"Place of obs. of visibilty/cloud cover"
"302242","020001",,
"302242","020010",,
"302242","020062",,
"302242","020062",,
"302242","020202",,"Present weather (climatolog.observation)"
"302242","020203",,"Form of precipitation"
"302242","020204",,"Fallen precipitation (day before)"
"302242","020205",,"Dew, rime etc. (day before)"
"302242","020206",,"Other weather (day before)"
"302243","013201",,"Total depth of snow at snow sampler"
"302243","013202",,"Total water equivalent at snow sampler"
"302243","013203",,"Total water equivalent at snow sampler"
"302244","204005",,
"302244","031021",,
"302244","012004",,
"302244","012211",,"Dry bulb TEMP.at 2 m, deviat.from normal"
"302244","010004",,
"302244","013003",,
"302244","012011",,
"302244","101004",,
"302244","004193",,"Day of occ.of data val.of prev.element"
"302244","012012",,
"302244","101004",,
"302244","004193",,"Day of occ.of data val.of prev.element"
"302245","004202",,"Number of days with spec.wea.phenomena"
"302245","020192",,"Type of special weather phenomena"
"302246","204005",,
"302246","031021",,
"302246","013011",,
"302246","013193",,"Total precipitation for the month"
"302246","013194",,"Maximum of daily precipitation"
"302246","101004",,
"302246","004193",,"Day of occ.of data val.of prev.element"
"302246","014032",,
"302246","014192",,"Total sunshine for the month"
"302246","101014",,
"302246","302245",,
"302246","204000",,
"302250","008041",,
"302250","201131",,
"302250","202129",,
"302250","002115",,
"302250","010004",,
"302250","002115",,
"302250","013003",,
"302250","202000",,
"302250","201000",,
"302250","002115",,
"302250","011001",,
"302250","011002",,
"302251","002115",,
"302251","102002",,
"302251","012101",,
"302251","004024",,
"302251","002115",,
"302251","012103",,
"302251","012102",,
"302252","101003",,
"302252","020012",,
"302252","020011",,
"302252","020013",,
"302252","101002",,
"302252","020003",,
"303192","007003",,
"303192","007004",,
"303192","008001",,
"303192","011001",,
"303192","011002",,
"303192","012001",,
"303192","012003",,
"303193","303192",,
"303193","011061",,
"303193","011062",,
"303194","201131",,
"303194","202129",,
"303194","025069",,
"303194","007004",,
"303194","013003",,
"303194","202000",,
"303194","201000",,
"303201","053001",,"Geopotential,dev.from first guess"
"303201","053011",,"Geopotential,dev.from analysis"
"303201","053021",,"Geopotential,dev.fr.initialized analysis"
"303201","053031",,"Geopotential,dev.from forecast a"
"303201","053041",,"Geopotential,dev.from forecast b"
"303201","053051",,"Geopotential,dev.from forecast c"
"303201","053061",,"Geopotential, quality flags"
"303202","053002",,"U-component,dev.from first guess"
"303202","053012",,"U-component,dev.from analysis"
"303202","053022",,"U-component,dev.fr.initialized analysis"
"303202","053032",,"U-component,dev.from forecast a"
"303202","053042",,"U-component,dev.from forecast b"
"303202","053052",,"U-component,dev.from forecast c"
"303202","053062",,"U-component, quality flags"
"303203","053003",,"V-component,dev.from first guess"
"303203","053013",,"V-component,dev.from analysis"
"303203","053023",,"V-component,dev.fr.initialized analysis"
"303203","053033",,"V-component,dev.from forecast a"
"303203","053043",,"V-component,dev.from forecast b"
"303203","053053",,"V-component,dev.from forecast c"
"303203","053063",,"V-component, quality flags"
"303204","053004",,"Rel.humidity,dev.from first guess"
"303204","053014",,"Rel.humidity,dev.from analysis"
"303204","053024",,"Rel.humidity,dev.fr.initialized analysis"
"303204","053034",,"Rel.humidity,dev.from forecast a"
"303204","053044",,"Rel.humidity,dev.from forecast b"
"303204","053054",,"Rel.humidity,dev.from forecast c"
"303204","053064",,"Rel.humidity, quality flags"
"303205","053005",,"Thickness,dev.from first guess"
"303205","053015",,"Thickness,dev.from analysis"
"303205","053025",,"Thickness,dev.fr.initialized analysis"
"303205","053035",,"Thickness,dev.from forecast a"
"303205","053045",,"Thickness,dev.from forecast b"
"303205","053055",,"Thickness,dev.from forecast c"
"303205","053065",,"Thickness, quality flags"
"304192","020010",,
"304192","010004",,
"304200","106004",,
"304200","008021",,
"304200","301013",,
"304200","008021",,
"304200","301013",,
"304200","011001",,
"304200","011002",,
"304200","103010",,
"304200","002163",,
"304200","007004",,
"304200","012001",,
"306192","012005",,
"306192","022042",,
"306192","022011",,
"306192","022021",,
"306192","022012",,
"306192","022022",,
"306192","101002",,
"306192","302023",,
"307192","301211",,
"307192","301208",,
"307192","204005",,
"307192","031021",,
"307192","302221",,
"307192","306192",,
"307192","302223",,
"307192","302224",,
"307192","302210",,
"307192","204000",,
"307192","354192",,
"307193","301211",,
"307193","301201",,
"307193","302231",,
"307193","354192",,
"307194","301211",,
"307194","301200",,
"307194","204005",,
"307194","031021",,
"307194","302196",,
"307194","302225",,
"307194","302205",,
"307194","302206",,
"307194","302228",,
"307194","204000",,
"307194","354193",,
"307195","301211",,
"307195","301201",,
"307195","302232",,
"307195","354192",,
"307196","007006",,
"307196","012001",,
"307196","012003",,
"307196","010052",,
"307196","020009",,
"307197","020009",,
"307197","101000",,
"307197","031001",,
"307197","020001",,
"307197","307014",,
"307200","301213",,
"307200","301208",,
"307200","204005",,
"307200","031021",,
"307200","302221",,
"307200","306192",,
"307200","302223",,
"307200","302224",,
"307200","101004",,
"307200","302210",,
"307200","204000",,
"307200","354192",,
"307201","301213",,
"307201","301201",,
"307201","302232",,
"307201","354192",,
"307202","012061",,
"307202","302205",,
"307202","004192",,"Duration of time relat.to follow.value"
"307202","012004",,
"307202","011012",,
"307202","004031",,
"307202","014031",,
"307202","004031",,
"307202","020203",,"Form of precipitation"
"307202","101004",,
"307202","020193",,"Additional weather phenomena"
"307203","004031",,
"307203","011012",,
"307203","302206",,
"307203","020194",,"Height of top of phenomena"
"307203","020195",,"Weather phenomena"
"307203","020196",,"Direction of main occ.of weather phen."
"307203","020011",,
"307203","020013",,
"307203","011041",,
"307203","011042",,
"307203","101007",,
"307203","302226",,
"307204","004031",,
"307204","013011",,
"307204","004031",,
"307204","020203",,"Form of precipitation"
"307204","302240",,
"307204","302197",,
"307204","013203",,"Total water equivalent at snow sampler"
"307204","020204",,"Fallen precipitation (day before)"
"307204","020205",,"Dew, rime etc. (day before)"
"307204","020206",,"Other weather (day before)"
"307205","004192",,"Duration of time relat.to follow.value"
"307205","012011",,
"307205","004192",,"Duration of time relat.to follow.value"
"307205","012012",,
"307205","004192",,"Duration of time relat.to follow.value"
"307205","012194",,"Ground minimum TEMP.,period specified"
"307205","012195",,"Snow above ground minimum therm., y/n"
"307205","020234",,"Max. meteorolog. optical range"
"307205","020235",,"Min. meteorolog. optical range"
"307205","101004",,
"307205","020236",,"Meteorolog. optical range"
"307206","301213",,
"307206","301200",,
"307206","204005",,
"307206","031021",,
"307206","307202",,
"307206","307203",,
"307206","307204",,
"307206","307205",,
"307206","204000",,
"307206","354193",,
"307211","301211",,
"307211","302237",,
"307211","302238",,
"307212","301211",,
"307212","204005",,
"307212","031021",,
"307212","302197",,
"307212","302241",,
"307212","101002",,
"307212","302207",,
"307212","302208",,
"307212","302243",,
"307212","302242",,
"307212","302240",,
"307212","204000",,
"307213","301211",,
"307213","004022",,
"307213","008021",,
"307213","302244",,
"307213","204000",,
"307213","004022",,
"307213","008021",,
"307213","302246",,
"307213","354192",,
"307214","301211",,
"307214","301199",,
"307214","348201",,
"307214","348202",,
"307214","204005",,
"307214","102024",,
"307214","008052",,
"307214","008022",,
"307214","004022",,
"307214","348198",,
"307214","348199",,
"307214","204000",,
"307215","301211",,
"307215","012211",,"Dry bulb TEMP.at 2 m, deviat.from normal"
"307215","013193",,"Total precipitation for the month"
"307215","013003",,
"307215","102005",,
"307215","020192",,"Type of special weather phenomena"
"307215","004202",,"Number of days with spec.wea.phenomena"
"307216","301213",,
"307216","302237",,
"307216","302238",,
"307217","301213",,
"307217","301199",,
"307217","348201",,
"307217","348202",,
"307217","204005",,
"307217","102024",,
"307217","008052",,
"307217","008022",,
"307217","004022",,
"307217","348198",,
"307217","348199",,
"307217","204000",,
"307218","301213",,
"307218","012211",,"Dry bulb TEMP.at 2 m, deviat.from normal"
"307218","013193",,"Total precipitation for the month"
"307218","013003",,
"307218","102005",,
"307218","020192",,"Type of special weather phenomena"
"307218","004202",,"Number of days with spec.wea.phenomena"
"307222","106025",,
"307222","002020",,
"307222","001050",,
"307222","005021",,
"307222","007021",,
"307222","015031",,
"307222","015032",,
"307222","008060",,
"307222","015033",,
"307222","015034",,
"307222","008060",,
"307222","307223",,
"307223","015033",,
"307223","015034",,
"307223","015035",,
"307223","201131",,
"307223","202129",,
"307223","013016",,
"307223","202000",,
"307223","201000",,
"307223","015011",,
"308192","301213",,
"308192","204005",,
"308192","031021",,
"308192","010051",,
"308192","204000",,
"309192","301211",,
"309192","301202",,
"309192","204005",,
"309192","031021",,
"309192","101016",,
"309192","303193",,
"309192","204000",,
"309193","301211",,
"309193","301200",,
"309193","301202",,
"309193","204005",,
"309193","031021",,
"309193","101000",,
"309193","031001",,
"309193","303192",,
"309193","204000",,
"309194","301211",,
"309194","301202",,
"309194","204005",,
"309194","031021",,
"309194","101011",,
"309194","303193",,
"309194","204000",,
"309201","301211",,
"309201","301200",,
"309201","301202",,
"309201","204005",,
"309201","031021",,
"309201","101000",,
"309201","031002",,
"309201","303193",,
"309201","204000",,
"309211","204005",,
"309211","031021",,
"309211","303192",,
"309211","204000",,
"309211","303201",,
"309211","303202",,
"309211","303203",,
"309211","303204",,
"309212","301211",,
"309212","301202",,
"309212","101000",,
"309212","031001",,
"309212","309211",,
"309222","301213",,
"309222","301200",,
"309222","301202",,
"309222","204005",,
"309222","031021",,
"309222","101016",,
"309222","303193",,
"309222","204000",,
"309223","301213",,
"309223","301200",,
"309223","301202",,
"309223","204005",,
"309223","031021",,
"309223","101000",,
"309223","031001",,
"309223","303192",,
"309223","204000",,
"309224","301213",,
"309224","301200",,
"309224","301202",,
"309224","204005",,
"309224","031021",,
"309224","101011",,
"309224","303193",,
"309224","204000",,
"309225","033007",,
"309225","033035",,
"309225","033015",,
"309225","013009",,
"309225","033007",,
"309225","033035",,
"309225","033015",,
"309225","002013",,
"309225","012101",,
"309225","033007",,
"309225","033035",,
"309225","033015",,
"309226","005001",,
"309226","033035",,
"309226","033015",,
"309226","006001",,
"309226","033035",,
"309226","033015",,
"309226","007007",,
"309226","033035",,
"309226","033015",,
"309227","011003",,
"309227","033035",,
"309227","033015",,
"309227","011004",,
"309227","033035",,
"309227","033015",,
"309228","201131",,
"309228","202129",,
"309228","104002",,
"309228","025069",,
"309228","007004",,
"309228","033035",,
"309228","033015",,
"309228","013003",,
"309228","033035",,
"309228","033015",,
"309228","202000",,
"309228","201000",,
"309229","104002",,
"309229","002013",,
"309229","012101",,
"309229","033035",,
"309229","033015",,
"309229","012103",,
"309229","033035",,
"309229","033015",,
"309229","010009",,
"309229","033035",,
"309229","033015",,
"309230","201131",,
"309230","202129",,
"309230","025069",,
"309230","007004",,
"309230","013003",,
"309230","202000",,
"309230","201000",,
"310192","008001",,
"310192","012001",,
"310193","008001",,
"310193","012001",,
"310193","002222",,"Satell.data process.techn.used f.tropop."
"310193","204007",,
"310193","031021",,
"310193","010004",,
"310193","204000",,
"310194","303021",,
"310194","010003",,
"310194","013016",,
"310194","012001",,
"310194","204000",,
"310195","301072",,
"310195","007024",,
"310195","010002",,
"310195","303041",,
"310201","301211",,
"310201","301204",,
"310201","304192",,
"310201","310192",,
"310201","310193",,
"310201","101000",,
"310201","031001",,
"310201","310194",,
"310202","301213",,
"310202","301204",,
"310202","304192",,
"310202","310192",,
"310202","310193",,
"310202","101000",,
"310202","031001",,
"310202","310194",,
"310211","310194",,
"310211","303204",,
"310211","303205",,
"310212","301211",,
"310212","301204",,
"310212","101000",,
"310212","031001",,
"310212","310211",,
"310221","002048",,
"310221","005040",,
"310221","025075",,
"310221","201133",,
"310221","005041",,
"310221","201000",,
"310221","005043",,
"310221","025070",,
"310221","033030",,
"310221","033031",,
"310221","301011",,
"310221","301012",,
"310222","202131",,
"310222","201138",,
"310222","004006",,
"310222","201000",,
"310222","202000",,
"310222","301021",,
"310222","202126",,
"310222","007001",,
"310222","202000",,
"310222","007024",,
"310222","005021",,
"310222","007025",,
"310223","005022",,
"310223","033033",,
"310223","002151",,
"310223","012064",,
"310223","002151",,
"310223","012064",,
"310223","002151",,
"310223","012064",,
"310223","002151",,
"310223","012064",,
"310224","105002",,
"310224","002152",,
"310224","002024",,
"310224","007004",,
"310224","007004",,
"310224","013003",,
"310224","101012",,
"310224","304033",,
"310225","105002",,
"310225","002152",,
"310225","002024",,
"310225","007004",,
"310225","007004",,
"310225","013003",,
"310225","101003",,
"310225","304033",,
"310231","201131",,
"310231","202129",,
"310231","106003",,
"310231","002150",,
"310231","008023",,
"310231","008072",,
"310231","014027",,
"310231","008072",,
"310231","014027",,
"310231","202000",,
"310231","201000",,
"310232","201132",,
"310232","202129",,
"310232","002150",,
"310232","310233",,
"310232","310233",,
"310232","202000",,
"310232","201000",,
"310233","008023",,
"310233","008072",,
"310233","012063",,
"310233","008072",,
"310233","012063",,
"310233","002150",,
"310233","008023",,
"310233","008072",,
"310233","012063",,
"310233","008072",,
"310233","012063",,
"310236","310052",,
"310236","101005",,
"310236","310053",,
"310237","007025",,
"310237","005022",,
"310237","102009",,
"310237","002151",,
"310237","012064",,
"310238","202000",,
"310238","201000",,
"310240","001007",,
"310240","008021",,
"310240","301011",,
"310240","301012",,
"310241","201138",,
"310241","202131",,
"310241","004006",,
"310241","202000",,
"310241","201000",,
"310241","201132",,
"310241","005041",,
"310241","201000",,
"310241","201129",,
"310241","005043",,
"310241","201000",,
"310241","301023",,
"310242","013040",,
"310242","020029",,
"310242","104024",,
"310242","005042",,
"310242","012163",,
"310242","021083",,
"310242","021084",,
"310242","101003",,
"310242","310245",,
"310243","008021",,
"310243","301011",,
"310243","301012",,
"310243","005040",,
"310244","101003",,
"310244","012070",,
"310244","025054",,
"310244","101004",,
"310244","025055",,
"310244","008007",,
"310244","103028",,
"310244","301023",,
"310244","002111",,
"310244","005021",,
"310245","301011",,
"310245","201142",,
"310245","202131",,
"310245","004026",,
"310245","202000",,
"310245","201000",,
"310245","301021",,
"310245","201138",,
"310245","202129",,
"310245","007001",,
"310245","202000",,
"310245","201000",,
"311192","301211",,
"311192","301203",,
"311192","301204",,
"311192","204005",,
"311192","031021",,
"311192","303192",,
"311192","204000",,
"311192","354192",,
"311193","301213",,
"311193","301203",,
"311193","301204",,
"311193","204005",,
"311193","031021",,
"311193","303192",,
"311193","204000",,
"311193","354192",,
"311200","101000",,
"311200","031000",,
"311200","011076",,
"311200","101000",,
"311200","031000",,
"311200","033025",,
"311200","101000",,
"311200","031000",,
"311200","033026",,
"311205","012101",,
"311205","033025",,
"311210","004025",,
"311210","011016",,
"311210","011017",,
"312192","301211",,
"312192","301204",,
"312192","304003",,
"312193","301211",,
"312193","301204",,
"312193","007004",,
"312193","008003",,
"312193","010002",,
"312193","012001",,
"312193","013003",,
"312193","020010",,
"312194","012180",,
"312194","012181",,
"312194","012182",,
"312194","012183",,
"312194","012184",,
"312194","012185",,
"312194","002174",,
"312194","021086",,
"312194","012186",,
"312194","021087",,
"312194","012187",,
"312194","033043",,
"312200","021073",,
"312200","312042",,
"312200","021062",,
"312200","015011",,
"312201","001007",,
"312201","002019",,
"312201","001096",,
"312201","025061",,
"312201","005040",,
"312202","025120",,
"312202","025121",,
"312202","025124",,
"312202","025125",,
"312202","025122",,
"312202","025123",,
"312203","002119",,
"312203","033047",,
"312203","010081",,
"312203","010082",,
"312203","010083",,
"312203","010084",,
"312204","002116",,
"312204","002117",,
"312204","002118",,
"312204","002156",,
"312204","002157",,
"312205","022150",,
"312205","022151",,
"312205","022152",,
"312205","022153",,
"312205","022154",,
"312205","022155",,
"312205","022156",,
"312205","022157",,
"312205","022158",,
"312205","022159",,
"312206","021137",,
"312206","021138",,
"312206","021139",,
"312206","021140",,
"312206","021141",,
"312206","021142",,
"312207","010085",,
"312207","010086",,
"312207","010087",,
"312207","010088",,
"312207","010089",,
"312207","010090",,
"312207","010091",,
"312207","010092",,
"312207","010093",,
"312208","025126",,
"312208","025127",,
"312208","025128",,
"312208","025129",,
"312208","025130",,
"312208","025131",,
"312208","025132",,
"312208","025133",,
"312208","025134",,
"312208","025135",,
"312208","025136",,
"312208","025137",,
"312209","013096",,
"312209","013097",,
"312209","011095",,
"312209","011096",,
"312209","012188",,
"312209","012189",,
"312209","002158",,
"312209","002159",,
"312209","033052",,
"312209","033053",,
"312209","021143",,
"312209","021144",,
"312210","106012",,
"312210","201129",,
"312210","006030",,
"312210","201000",,
"312210","102012",,
"312210","005030",,
"312210","021075",,
"312210","021066",,
"312211","001012",,
"312211","201131",,
"312211","001013",,
"312211","201000",,
"312211","010032",,
"312211","010033",,
"312211","010034",,
"312211","007002",,
"312211","008012",,
"312211","025110",,
"312211","025111",,
"312211","025102",,
"312212","002104",,
"312212","025103",,
"312212","025104",,
"312212","025105",,
"312212","025106",,
"312212","025107",,
"312212","025108",,
"312212","011001",,
"312212","011002",,
"312212","022160",,
"312212","025138",,
"312213","201130",,
"312213","202129",,
"312213","022021",,
"312213","202000",,
"312213","201000",,
"312213","033048",,
"312213","033049",,
"312213","002026",,
"312213","002027",,
"312214","021130",,
"312214","021131",,
"312214","021132",,
"312214","021133",,
"312214","025014",,
"312215","106036",,
"312215","005030",,
"312215","104024",,
"312215","201130",,
"312215","006030",,
"312215","201000",,
"312215","022161",,
"312215","033044",,
"312216","301011",,
"312216","301013",,
"312216","301021",,
"312216","001012",,
"312216","201131",,
"312216","001013",,
"312216","201000",,
"312216","010032",,
"312216","010033",,
"312216","010034",,
"312216","007002",,
"312216","008012",,
"312217","025110",,
"312217","025111",,
"312217","025102",,
"312217","002104",,
"312217","025103",,
"312217","025104",,
"312217","025105",,
"312217","025106",,
"312217","025107",,
"312217","025108",,
"312217","002111",,
"312217","002121",,
"312218","002026",,
"312218","002027",,
"312218","021130",,
"312218","021131",,
"312218","021132",,
"312218","021133",,
"312218","021064",,
"312218","025014",,
"312218","021134",,
"312219","107018",,
"312219","005030",,
"312219","105024",,
"312219","201130",,
"312219","006030",,
"312219","201000",,
"312219","021135",,
"312219","021136",,
"312222","301213",,
"312222","301204",,
"312222","304003",,
"312223","301213",,
"312223","301204",,
"312223","007004",,
"312223","008003",,
"312223","010002",,
"312223","012001",,
"312223","013003",,
"312223","020010",,
"312226","021110",,
"312226","301023",,
"312226","321027",,
"312226","021111",,
"312226","301023",,
"312226","321027",,
"312226","021112",,
"312226","301023",,
"312226","321027",,
"312226","021113",,
"312226","301023",,
"312226","321027",,
"312227","301046",,
"312227","301011",,
"312227","301013",,
"312227","301023",,
"312228","021110",,
"312228","301023",,
"312228","321028",,
"312228","021111",,
"312228","301023",,
"312228","321028",,
"312228","021112",,
"312228","301023",,
"312228","321028",,
"312228","021113",,
"312228","301023",,
"312228","321028",,
"312230","011053",,
"312230","021104",,
"312250","301011",,
"312250","301013",,
"312250","301021",,
"312250","007025",,
"312250","005022",,
"312250","010080",,
"312250","027080",,
"312250","008003",,
"312250","007004",,
"312250","013093",,
"312250","008003",,
"312251","201131",,
"312251","202129",,
"312251","007004",,
"312251","007004",,
"312251","202000",,
"312251","201000",,
"312251","013095",,
"313192","110000",,
"313192","031001",,
"313192","104000",,
"313192","031001",,
"313192","006012",,
"313192","101000",,
"313192","031012",,
"313192","030001",,
"313192","006012",,
"313192","101000",,
"313192","031001",,
"313192","030001",,
"313193","109000",,
"313193","031000",,
"313193","104000",,
"313193","031001",,
"313193","006012",,
"313193","101000",,
"313193","031011",,
"313193","030001",,
"313193","101000",,
"313193","031001",,
"313193","030001",,
"316192","020011",,
"316192","020012",,
"316192","008007",,
"316192","008011",,
"316200","008021",,
"316200","004001",,
"316200","004002",,
"316200","004003",,
"316200","004004",,
"316200","004005",,
"316200","020090",,
"316200","008021",,
"316200","008007",,
"316200","008011",,
"316201","316031",,
"316201","101000",,
"316201","031000",,
"316201","316032",,
"316201","101000",,
"316201","031001",,
"316201","316033",,
"316201","008011",,
"316222","008021",,
"316222","004014",,
"316222","008005",,
"316222","301023",,
"316222","019005",,
"316222","019006",,
"316222","010004",,
"316222","011041",,
"316223","008021",,
"316223","004075",,
"316223","011040",,
"316223","019008",,
"316223","105004",,
"316223","005021",,
"316223","005021",,
"316223","102002",,
"316223","019003",,
"316223","019004",,
"318193","024192",,"Type of observation"
